any,distrito,superf,reforma,estado,edad,ascensor,extint,lprecio,lsuperf,ledad,ati,planta,calef,estudios,lestudios,d00,d01
1999,1,35,2,4,50,0,1,16,4,4,0,0,0,8,2,0,0
1999,1,48,4,3,60,0,1,16,4,4,0,2,0,8,2,0,0
1999,1,38,3,3,90,0,1,16,4,5,0,2,0,8,2,0,0
1999,1,46,4,1,90,0,1,16,4,5,0,3,0,8,2,0,0
1999,1,55,3,3,35,0,1,16,4,4,0,3,0,8,2,0,0
1999,1,38,3,3,90,0,1,16,4,5,0,2,0,8,2,0,0
1999,1,42,7,1,90,0,1,16,4,5,0,3,0,8,2,0,0
2000,1,38,3,4,60,0,1,16,4,4,0,0,0,8,2,1,0
2001,1,42,3,3,50,0,1,17,4,4,0,3,0,8,2,0,1
2001,1,38,4,2,107,0,1,16,4,5,0,4,1,8,2,0,1
2001,1,35,3,2,101,0,1,16,4,5,0,0,0,8,2,0,1
2001,1,42,2,3,70,0,1,16,4,4,0,5,1,8,2,0,1
2001,1,70,7,2,70,0,1,17,4,4,0,1,1,8,2,0,1
2001,1,39,4,2,126,0,1,16,4,5,0,2,1,8,2,0,1
2001,1,36,3,2,126,0,1,16,4,5,0,2,1,8,2,0,1
2001,1,36,7,1,101,0,1,16,4,5,0,0,1,8,2,0,1
2001,1,42,2,2,101,0,1,16,4,5,0,2,1,8,2,0,1
2001,1,66,4,3,28,1,1,17,4,3,0,6,1,8,2,0,1
1999,1,37,3,2,70,0,1,15,4,4,0,4,0,8,2,0,0
1999,1,34,3,3,50,0,1,16,4,4,0,4,0,8,2,0,0
1999,1,67,3,3,80,0,1,16,4,4,0,5,0,8,2,0,0
1999,1,77,4,3,40,1,1,16,4,4,0,3,0,8,2,0,0
1999,1,37,3,3,84,0,1,16,4,4,0,3,0,8,2,0,0
1999,1,30,3,4,40,0,1,16,3,4,0,6,0,8,2,0,0
1999,1,76,5,2,60,0,1,16,4,4,0,4,0,8,2,0,0
1999,1,43,3,3,65,0,1,16,4,4,0,0,0,8,2,0,0
2000,1,39,4,3,75,0,1,16,4,4,0,2,0,8,2,1,0
2000,1,40,2,4,86,0,1,16,4,4,0,0,0,8,2,1,0
2000,1,39,3,4,100,0,1,16,4,5,0,3,0,8,2,1,0
2000,1,78,3,4,35,0,1,17,4,4,1,20,0,8,2,1,0
2000,1,40,8,2,85,0,1,16,4,4,0,3,0,8,2,1,0
2001,1,43,4,3,61,0,1,16,4,4,0,5,1,8,2,0,1
2001,1,77,7,2,51,1,1,17,4,4,0,5,1,8,2,0,1
1999,1,67,4,3,45,0,1,16,4,4,0,4,0,8,2,0,0
1999,1,81,8,1,26,1,1,16,4,3,1,20,0,8,2,0,0
1999,1,40,3,2,90,0,1,16,4,5,0,3,0,8,2,0,0
1999,1,73,4,2,38,0,1,16,4,4,0,1,0,8,2,0,0
1999,1,43,3,1,90,0,1,16,4,5,0,5,0,8,2,0,0
1999,1,57,7,1,80,0,1,16,4,4,1,20,0,8,2,0,0
1999,1,60,7,1,98,0,1,16,4,5,0,2,0,8,2,0,0
1999,1,36,8,1,70,0,1,16,4,4,0,0,0,8,2,0,0
1999,1,43,3,2,75,0,1,16,4,4,0,3,0,8,2,0,0
1999,1,40,3,2,90,0,1,16,4,5,0,5,0,8,2,0,0
1999,1,82,4,2,21,1,1,17,4,3,0,9,0,8,2,0,0
1999,1,36,7,1,100,0,1,16,4,5,0,1,0,8,2,0,0
1999,1,72,3,3,90,0,1,16,4,5,0,1,0,8,2,0,0
1999,1,36,8,1,70,0,1,16,4,4,0,0,0,8,2,0,0
2000,1,38,4,4,90,0,1,16,4,5,0,4,0,8,2,1,0
2000,1,42,4,3,50,0,1,16,4,4,0,4,0,8,2,1,0
2000,1,42,8,3,50,0,1,16,4,4,0,3,0,8,2,1,0
2000,1,66,4,3,75,0,1,17,4,4,0,4,0,8,2,1,0
2000,1,71,5,4,100,0,1,16,4,5,0,4,0,8,2,1,0
2000,1,59,3,4,90,0,1,17,4,5,0,1,0,8,2,1,0
2000,1,110,5,4,100,0,1,17,5,5,0,1,0,8,2,1,0
2001,1,59,3,3,100,0,1,17,4,5,0,2,0,8,2,0,1
2001,1,50,6,2,115,0,1,17,4,5,0,3,1,8,2,0,1
2001,1,58,6,2,75,0,1,16,4,4,0,3,1,8,2,0,1
2001,1,54,4,3,106,0,1,16,4,5,0,0,1,8,2,0,1
2001,1,57,4,3,101,0,1,16,4,5,0,3,1,8,2,0,1
2001,1,43,3,3,125,0,1,17,4,5,0,1,1,8,2,0,1
2001,1,40,2,4,125,0,1,17,4,5,0,5,0,8,2,0,1
2001,1,63,3,4,60,0,1,17,4,4,0,5,1,8,2,0,1
2001,1,57,4,2,101,0,1,16,4,5,0,1,1,8,2,0,1
2001,1,38,5,2,101,0,1,16,4,5,0,3,1,8,2,0,1
2001,1,79,4,3,101,1,1,17,4,5,0,2,1,8,2,0,1
2001,1,52,4,3,75,0,1,17,4,4,0,6,1,8,2,0,1
2001,1,57,4,3,101,0,1,16,4,5,0,5,1,8,2,0,1
1999,1,51,8,1,42,0,1,16,4,4,1,20,0,7,2,0,0
1999,1,86,2,3,38,1,1,17,4,4,0,0,0,7,2,0,0
1999,1,46,2,3,50,0,1,16,4,4,1,20,0,7,2,0,0
1999,1,40,2,2,98,0,1,16,4,5,0,2,0,7,2,0,0
1999,1,38,5,1,60,0,1,16,4,4,0,3,0,7,2,0,0
1999,1,34,2,4,30,0,1,16,4,3,1,20,0,7,2,0,0
1999,1,41,4,2,75,0,1,16,4,4,0,4,0,7,2,0,0
1999,1,40,2,3,80,0,1,16,4,4,1,20,0,7,2,0,0
1999,1,68,4,2,29,1,1,16,4,3,0,5,0,7,2,0,0
1999,1,35,5,1,55,0,1,16,4,4,0,2,0,7,2,0,0
1999,1,37,7,1,125,0,1,15,4,5,0,2,0,7,2,0,0
2000,1,51,5,3,100,0,1,16,4,5,0,2,0,7,2,1,0
2000,1,41,2,3,45,0,1,16,4,4,1,20,0,7,2,1,0
2000,1,80,8,2,39,0,1,16,4,4,1,20,0,7,2,1,0
2000,1,40,4,3,125,0,1,16,4,5,0,0,0,7,2,1,0
2000,1,27,3,3,85,0,1,16,3,4,1,20,0,7,2,1,0
2001,1,44,7,1,126,0,1,16,4,5,0,6,1,7,2,0,1
2001,1,40,2,3,70,0,1,16,4,4,0,3,1,7,2,0,1
2001,1,39,4,3,61,0,1,16,4,4,0,6,1,7,2,0,1
2001,1,65,3,3,38,1,1,17,4,4,0,5,1,7,2,0,1
2001,1,41,3,3,101,0,1,16,4,5,0,4,1,7,2,0,1
2001,1,76,7,1,46,0,1,17,4,4,0,4,1,7,2,0,1
2001,1,80,3,3,46,0,1,17,4,4,0,3,0,7,2,0,1
1999,1,172,3,2,91,1,1,18,5,5,0,2,0,10,2,0,0
1999,1,172,4,1,98,1,1,17,5,5,0,3,0,10,2,0,0
1999,1,66,2,4,100,1,1,16,4,5,0,2,0,10,2,0,0
2000,1,39,2,4,150,0,1,16,4,5,0,5,0,10,2,1,0
2000,1,103,7,3,135,0,1,17,5,5,1,20,0,10,2,1,0
2001,1,36,3,3,210,0,1,16,4,5,0,5,0,10,2,0,1
2001,1,170,3,2,100,1,1,17,5,5,0,2,1,10,2,0,1
1999,1,83,7,2,90,0,1,16,4,5,0,5,0,9,2,0,0
1999,1,116,3,1,80,0,1,17,5,4,0,4,0,9,2,0,0
2001,1,78,6,3,70,0,1,17,4,4,0,2,1,9,2,0,1
2001,1,50,2,4,120,0,1,16,4,5,0,1,1,9,2,0,1
2001,1,69,3,5,250,1,1,17,4,6,0,3,1,9,2,0,1
2001,1,67,7,2,43,1,0,17,4,4,0,1,1,10,2,0,1
2001,1,103,8,3,18,1,1,17,5,3,0,5,0,10,2,0,1
2001,1,93,7,2,100,0,1,17,5,5,0,3,1,10,2,0,1
1999,1,92,7,1,121,0,1,16,5,5,0,4,0,9,2,0,0
1999,1,74,5,1,70,0,1,16,4,4,0,3,0,9,2,0,0
1999,1,51,7,2,150,0,0,16,4,5,0,4,0,9,2,0,0
1999,1,41,7,1,121,0,1,15,4,5,0,5,0,9,2,0,0
2000,1,41,7,3,140,0,1,16,4,5,0,4,0,9,2,1,0
2000,1,82,5,3,110,0,1,16,4,5,0,5,0,9,2,1,0
2000,1,56,8,3,100,0,1,16,4,5,0,5,0,9,2,1,0
1999,1,63,2,4,30,1,1,17,4,3,0,5,0,9,2,0,0
1999,1,63,3,4,30,1,1,17,4,3,0,5,0,9,2,0,0
1999,1,83,3,3,70,0,0,16,4,4,0,2,0,9,2,0,0
1999,1,43,3,3,130,0,1,16,4,5,0,5,0,9,2,0,0
1999,1,64,8,5,2,1,1,16,4,1,0,2,1,9,2,0,0
1999,1,60,8,1,198,0,1,15,4,5,0,2,0,9,2,0,0
2000,1,154,5,4,65,1,1,18,5,4,0,3,1,9,2,1,0
2000,1,98,3,4,160,0,1,17,5,5,0,4,1,9,2,1,0
2000,1,57,7,3,100,0,1,16,4,5,0,5,0,9,2,1,0
2000,1,31,7,3,150,0,1,15,3,5,1,20,0,9,2,1,0
2001,1,72,7,3,90,0,1,16,4,5,0,2,1,9,2,0,1
2001,1,43,3,3,90,0,1,16,4,5,0,5,1,9,2,0,1
2001,1,40,7,3,30,1,1,16,4,3,0,2,1,9,2,0,1
2001,1,160,7,2,125,0,1,17,5,5,0,3,1,9,2,0,1
2001,1,80,2,4,30,1,1,17,4,3,0,1,0,9,2,0,1
2001,1,55,6,3,100,0,1,16,4,5,0,3,1,9,2,0,1
2001,1,38,5,3,100,0,1,16,4,5,0,4,1,9,2,0,1
1999,1,80,4,2,60,0,1,17,4,4,0,3,0,9,2,0,0
1999,1,83,3,2,150,0,1,16,4,5,0,3,0,9,2,0,0
1999,1,44,7,1,100,0,1,15,4,5,0,5,0,9,2,0,0
1999,1,106,3,1,129,0,1,17,5,5,0,3,0,9,2,0,0
1999,1,39,6,2,150,0,1,16,4,5,0,3,0,9,2,0,0
1999,1,45,4,2,100,0,1,16,4,5,0,3,0,9,2,0,0
1999,1,124,7,1,50,0,1,17,5,4,0,3,0,9,2,0,0
1999,1,65,7,1,150,0,0,16,4,5,0,4,0,9,2,0,0
2000,1,76,6,2,89,0,0,16,4,4,1,20,0,9,2,1,0
2000,1,75,5,3,150,0,1,17,4,5,0,4,0,9,2,1,0
2000,1,63,6,3,100,0,1,16,4,5,0,3,0,9,2,1,0
2000,1,44,6,3,250,1,1,16,4,6,0,3,0,9,2,1,0
2000,1,50,2,3,100,0,1,16,4,5,0,2,0,9,2,1,0
2000,1,68,7,1,199,0,1,16,4,5,0,1,0,9,2,1,0
2000,1,90,7,3,100,0,1,16,5,5,0,2,0,9,2,1,0
2000,1,44,4,4,125,0,1,16,4,5,0,3,0,9,2,1,0
2000,1,97,4,3,100,0,1,17,5,5,0,2,0,9,2,1,0
2000,1,59,2,4,100,0,1,16,4,5,0,6,0,9,2,1,0
2001,1,68,7,2,125,0,1,16,4,5,0,3,1,9,2,0,1
2001,1,35,3,3,75,0,1,16,4,4,0,2,0,9,2,0,1
2001,1,102,3,4,201,0,1,17,5,5,0,4,1,9,2,0,1
2001,1,60,3,3,102,0,1,17,4,5,0,4,1,9,2,0,1
1999,1,40,3,3,30,1,0,16,4,3,0,2,0,10,2,0,0
1999,1,52,8,1,100,0,1,16,4,5,0,2,0,10,2,0,0
1999,1,34,6,1,80,0,0,15,4,4,1,20,0,10,2,0,0
2000,1,40,3,3,150,0,1,16,4,5,0,3,0,10,2,1,0
2000,1,75,3,3,80,0,1,16,4,4,0,3,1,10,2,1,0
2001,1,78,3,3,100,0,1,17,4,5,0,4,1,10,2,0,1
2001,1,50,7,4,80,1,1,17,4,4,0,9,1,10,2,0,1
2001,1,66,5,3,95,0,1,17,4,5,0,3,1,10,2,0,1
2001,1,30,7,3,100,0,1,16,3,5,0,1,1,10,2,0,1
2001,1,23,2,3,100,0,1,16,3,5,1,20,1,10,2,0,1
1999,1,56,6,1,90,0,1,16,4,5,0,3,0,9,2,0,0
1999,1,105,3,2,150,0,1,17,5,5,0,3,0,9,2,0,0
1999,1,45,3,2,151,0,0,16,4,5,0,1,0,9,2,0,0
1999,1,41,3,2,90,0,1,16,4,5,0,3,0,9,2,0,0
1999,1,36,3,2,90,0,1,16,4,5,1,20,0,9,2,0,0
1999,1,57,7,1,90,0,1,15,4,5,0,3,0,9,2,0,0
2000,1,54,3,2,90,0,0,16,4,5,0,4,0,9,2,1,0
2000,1,103,5,3,100,0,0,17,5,5,0,2,0,9,2,1,0
2000,1,34,6,2,90,0,0,15,4,5,1,20,0,9,2,1,0
2000,1,95,7,2,120,0,1,16,5,5,0,3,0,9,2,1,0
2000,1,65,8,3,100,0,1,16,4,5,0,3,0,9,2,1,0
2000,1,47,3,3,45,0,1,16,4,4,0,2,0,9,2,1,0
2000,1,36,7,2,70,0,1,16,4,4,0,2,0,9,2,1,0
2000,1,60,4,3,90,0,1,16,4,5,0,3,0,9,2,1,0
2001,1,47,7,2,150,0,1,16,4,5,0,2,1,9,2,0,1
2001,1,31,6,3,90,0,1,16,3,5,0,2,1,9,2,0,1
2001,1,71,5,3,100,0,1,17,4,5,0,2,1,9,2,0,1
2001,1,33,3,3,100,0,1,16,4,5,0,4,1,9,2,0,1
2001,1,70,2,3,90,0,1,17,4,5,0,2,1,9,2,0,1
2001,1,43,2,3,100,0,1,17,4,5,0,3,1,9,2,0,1
1999,1,137,8,1,130,0,1,16,5,5,0,3,0,11,2,0,0
2000,1,181,4,4,100,1,1,18,5,5,0,2,1,11,2,1,0
2000,1,42,6,3,120,1,1,16,4,5,1,20,0,11,2,1,0
2000,1,95,1,4,0,0,1,17,5,0,0,3,0,11,2,1,0
2000,1,81,3,4,60,1,0,17,4,4,0,11,1,11,2,1,0
2000,1,258,7,2,100,1,1,18,6,5,0,3,0,11,2,1,0
2001,1,160,7,2,100,1,1,18,5,5,0,2,1,11,2,0,1
2001,1,55,7,2,125,0,1,16,4,5,0,2,1,11,2,0,1
2001,1,126,2,5,90,1,1,18,5,5,0,2,0,11,2,0,1
1999,1,93,6,2,110,1,1,17,5,5,0,3,0,10,2,0,0
1999,1,93,6,2,110,1,1,17,5,5,0,3,0,10,2,0,0
1999,1,89,2,5,90,1,1,17,4,5,0,1,0,10,2,0,0
1999,1,140,4,1,70,0,1,17,5,4,0,3,0,10,2,0,0
2000,1,140,4,3,70,0,1,17,5,4,0,3,0,10,2,1,0
2000,1,93,2,4,110,1,1,18,5,5,0,3,1,10,2,1,0
2000,1,133,8,3,100,0,1,17,5,5,0,4,0,10,2,1,0
2000,1,84,7,3,60,0,1,17,4,4,0,4,0,10,2,1,0
2000,1,199,7,2,100,1,1,18,5,5,0,4,0,10,2,1,0
2000,1,90,6,3,130,0,1,17,5,5,0,2,0,10,2,1,0
2001,1,78,5,3,100,0,1,17,4,5,0,3,0,10,2,0,1
2001,1,55,3,4,120,0,1,17,4,5,0,1,1,10,2,0,1
2001,1,84,4,3,100,0,1,17,4,5,0,4,1,10,2,0,1
1999,1,475,2,1,289,0,1,18,6,6,0,2,1,11,2,0,0
1999,1,144,4,1,75,1,1,17,5,4,0,4,0,11,2,0,0
2000,1,65,1,4,0,1,0,17,4,0,0,0,1,11,2,1,0
2000,1,94,6,3,80,1,1,17,5,4,0,3,0,11,2,1,0
2001,1,101,7,3,100,0,1,17,5,5,0,4,1,11,2,0,1
1999,1,144,3,3,160,1,1,17,5,5,0,3,0,10,2,0,0
1999,1,54,1,5,0,1,1,17,4,0,0,2,1,10,2,0,0
2000,1,109,3,3,100,0,1,17,5,5,0,1,1,10,2,1,0
2000,1,56,4,3,100,0,1,16,4,5,0,4,0,10,2,1,0
2001,1,78,3,3,150,0,1,17,4,5,0,5,0,10,2,0,1
1999,1,38,3,3,40,0,1,16,4,4,0,4,0,9,2,0,0
2000,1,130,3,3,100,0,1,18,5,5,0,2,1,9,2,1,0
1999,1,30,3,2,70,0,1,16,3,4,0,6,0,10,2,0,0
1999,1,103,7,1,209,0,1,17,5,5,0,4,0,10,2,0,0
2000,1,46,5,2,149,0,1,16,4,5,0,2,0,10,2,1,0
2001,1,140,7,1,80,0,1,17,5,4,0,2,1,10,2,0,1
2001,1,116,3,3,80,0,1,17,5,4,0,3,1,10,2,0,1
2001,1,110,5,4,100,0,1,17,5,5,0,2,1,10,2,0,1
1999,1,88,3,3,150,0,1,17,4,5,0,1,0,10,2,0,0
1999,1,85,8,1,100,0,1,16,4,5,0,3,0,10,2,0,0
2001,1,40,7,2,151,0,1,15,4,5,0,6,1,10,2,0,1
2001,1,78,1,5,0,1,0,17,4,0,0,3,1,10,2,0,1
2001,1,80,1,5,0,1,0,17,4,0,0,2,1,10,2,0,1
2001,1,106,6,2,150,0,1,17,5,5,0,1,1,10,2,0,1
1999,1,230,2,2,100,1,1,17,5,5,0,1,1,9,2,0,0
1999,1,60,8,1,100,0,1,15,4,5,0,4,0,9,2,0,0
1999,1,57,2,5,100,1,1,16,4,5,0,4,0,9,2,0,0
2000,1,158,5,3,100,0,1,17,5,5,0,1,0,9,2,1,0
2000,1,60,2,4,100,1,1,17,4,5,0,3,0,9,2,1,0
2000,1,56,7,3,90,0,0,16,4,5,0,5,1,9,2,1,0
2000,1,97,7,2,140,1,1,17,5,5,0,3,0,9,2,1,0
2001,1,44,7,1,152,0,0,16,4,5,0,3,1,9,2,0,1
2001,1,108,2,4,101,1,1,17,5,5,0,2,0,9,2,0,1
2001,1,218,7,3,150,0,1,18,5,5,0,3,1,9,2,0,1
2000,1,135,3,3,90,1,1,17,5,5,0,3,1,9,2,1,0
2000,1,44,4,3,90,0,1,16,4,5,0,5,0,9,2,1,0
2001,1,175,7,1,120,0,1,17,5,5,0,2,1,9,2,0,1
2001,1,39,6,3,95,0,1,16,4,5,0,1,1,9,2,0,1
2001,1,59,4,3,120,0,0,17,4,5,0,2,1,9,2,0,1
2001,1,92,7,2,100,0,0,17,5,5,0,1,1,9,2,0,1
2001,1,145,7,2,100,0,1,17,5,5,0,2,1,9,2,0,1
2001,1,67,2,3,100,0,1,17,4,5,0,2,1,9,2,0,1
2001,1,97,3,4,100,1,1,17,5,5,0,4,1,9,2,0,1
2001,1,92,7,1,100,0,1,17,5,5,0,2,1,9,2,0,1
1999,1,121,4,2,100,0,1,17,5,5,0,3,0,9,2,0,0
1999,1,105,3,2,140,0,1,17,5,5,1,20,0,9,2,0,0
1999,1,176,3,1,105,0,1,17,5,5,0,5,0,9,2,0,0
2000,1,115,7,3,150,0,1,17,5,5,0,1,0,9,2,1,0
2000,1,119,3,3,150,1,1,17,5,5,0,2,1,9,2,1,0
2000,1,118,2,3,150,1,1,17,5,5,0,4,1,9,2,1,0
2000,1,81,2,4,82,1,1,17,4,4,0,3,1,9,2,1,0
2001,1,156,5,3,150,1,1,17,5,5,0,1,1,9,2,0,1
2001,1,65,7,2,100,0,1,16,4,5,0,4,1,9,2,0,1
2001,1,128,7,2,110,0,0,17,5,5,0,2,1,9,2,0,1
1999,1,37,2,2,99,0,0,16,4,5,0,5,0,9,2,0,0
1999,1,118,7,1,75,0,1,17,5,4,1,20,0,9,2,0,0
2000,1,129,4,3,90,0,1,17,5,5,0,3,0,9,2,1,0
2001,1,37,3,4,101,0,1,16,4,5,0,5,1,9,2,0,1
2001,1,112,5,3,70,1,1,17,5,4,0,2,1,9,2,0,1
1999,1,145,3,2,120,0,1,17,5,5,0,5,0,8,2,0,0
1999,1,57,6,2,37,0,1,16,4,4,0,4,0,8,2,0,0
2000,1,67,5,3,29,1,1,17,4,3,0,1,0,8,2,1,0
2000,1,105,8,2,70,0,1,17,5,4,0,4,0,8,2,1,0
2000,1,104,8,3,50,0,1,17,5,4,0,3,0,8,2,1,0
2001,1,80,3,4,50,0,1,17,4,4,0,1,0,8,2,0,1
1999,1,80,4,2,25,1,1,16,4,3,1,20,0,8,2,0,0
1999,1,55,3,3,50,0,1,16,4,4,1,20,0,8,2,0,0
1999,1,66,8,3,25,1,1,16,4,3,1,20,0,8,2,0,0
1999,1,50,2,3,128,0,1,16,4,5,0,4,0,8,2,0,0
2000,1,84,4,3,75,0,1,17,4,4,0,4,0,8,2,1,0
2000,1,53,5,3,50,0,1,16,4,4,0,1,0,8,2,1,0
2000,1,40,3,3,90,0,0,16,4,5,0,4,0,8,2,1,0
2000,1,44,7,2,200,0,1,16,4,5,0,4,0,8,2,1,0
2001,1,132,7,1,101,0,1,17,5,5,0,3,1,8,2,0,1
2001,1,48,6,3,80,0,0,16,4,4,0,3,1,8,2,0,1
2001,1,68,2,4,110,0,1,17,4,5,0,0,1,8,2,0,1
2001,1,69,3,4,55,0,0,17,4,4,0,0,1,8,2,0,1
2001,1,111,4,3,80,0,1,17,5,4,0,5,1,8,2,0,1
2001,1,50,2,3,80,0,1,17,4,4,0,5,1,8,2,0,1
2001,1,70,6,3,80,0,1,17,4,4,0,5,1,8,2,0,1
2001,1,90,2,4,100,0,1,17,5,5,0,2,1,8,2,0,1
1999,1,151,7,1,100,0,1,17,5,5,0,2,0,8,2,0,0
1999,1,39,2,4,25,1,1,16,4,3,0,1,0,8,2,0,0
1999,1,106,6,2,80,0,1,16,5,4,0,1,0,8,2,0,0
2000,1,78,2,4,93,0,1,17,4,5,0,1,1,8,2,1,0
2000,1,104,8,4,6,1,0,17,5,2,0,5,1,8,2,1,0
2000,1,87,3,3,60,0,1,17,4,4,0,2,0,8,2,1,0
2000,1,77,8,3,70,0,1,17,4,4,0,4,0,8,2,1,0
2001,1,77,3,3,100,0,1,17,4,5,0,3,0,8,2,0,1
2001,1,78,2,4,93,0,1,17,4,5,0,1,0,8,2,0,1
2001,1,56,4,3,100,0,1,16,4,5,0,4,1,7,2,0,1
1999,1,59,8,2,100,0,1,16,4,5,1,20,0,7,2,0,0
1999,1,38,7,2,100,0,1,16,4,5,0,2,0,7,2,0,0
1999,1,57,3,2,70,0,1,16,4,4,0,2,0,7,2,0,0
1999,1,62,4,1,80,0,0,16,4,4,0,3,0,7,2,0,0
2000,1,51,4,3,85,0,1,16,4,4,0,2,0,7,2,1,0
2000,1,83,8,2,75,0,1,16,4,4,0,3,0,7,2,1,0
2000,1,48,2,5,80,1,1,16,4,4,0,2,0,7,2,1,0
2000,1,69,3,2,150,0,1,16,4,5,0,1,0,7,2,1,0
2000,1,70,5,2,150,0,1,16,4,5,0,4,0,7,2,1,0
2000,1,47,8,3,80,0,1,16,4,4,0,2,0,7,2,1,0
2000,1,56,7,3,90,0,1,16,4,5,1,20,0,7,2,1,0
2001,1,74,5,3,80,1,1,17,4,4,0,3,1,7,2,0,1
2001,1,45,5,2,120,0,1,16,4,5,0,5,1,7,2,0,1
2001,1,88,3,3,100,0,1,17,4,5,0,2,1,7,2,0,1
2001,1,66,7,3,120,0,1,17,4,5,0,2,1,7,2,0,1
2001,1,59,3,3,100,0,1,16,4,5,0,5,1,7,2,0,1
2001,1,63,4,3,80,0,1,17,4,4,0,2,1,7,2,0,1
2001,1,64,7,3,122,0,0,16,4,5,0,1,1,7,2,0,1
2001,1,83,4,4,80,0,1,17,4,4,0,4,1,7,2,0,1
2001,1,66,3,3,80,0,1,17,4,4,0,3,1,7,2,0,1
2001,1,79,1,5,0,1,0,17,4,0,1,20,0,7,2,0,1
2001,1,55,7,1,120,0,0,16,4,5,0,5,1,7,2,0,1
2001,1,70,7,2,100,0,1,16,4,5,0,5,1,7,2,0,1
1999,1,94,2,3,28,1,1,17,5,3,0,6,0,8,2,0,0
1999,1,94,2,3,28,1,1,17,5,3,0,6,0,8,2,0,0
1999,1,38,5,2,100,0,1,16,4,5,0,4,0,8,2,0,0
2000,1,92,7,3,80,0,1,17,5,4,0,1,0,8,2,1,0
2000,1,37,2,3,90,0,1,16,4,5,0,3,0,8,2,1,0
2000,1,105,3,4,25,1,1,17,5,3,0,2,1,8,2,1,0
2000,1,144,4,3,141,0,1,17,5,5,0,2,0,8,2,1,0
2000,1,37,3,3,90,0,1,16,4,5,0,3,0,8,2,1,0
2001,1,150,5,3,130,0,1,17,5,5,0,5,1,8,2,0,1
2001,1,98,8,4,7,1,0,17,5,2,0,2,1,8,2,0,1
2001,1,163,6,3,100,0,1,17,5,5,0,2,1,8,2,0,1
2001,1,47,2,3,150,0,1,16,4,5,0,5,1,8,2,0,1
2001,1,90,3,3,80,0,1,17,5,4,0,2,0,8,2,0,1
2001,1,130,4,3,80,1,1,17,5,4,0,2,0,8,2,0,1
1999,1,40,5,1,102,0,1,16,4,5,1,20,0,8,2,0,0
1999,1,40,4,3,110,0,1,16,4,5,0,5,0,8,2,0,0
2001,1,176,4,3,90,0,1,17,5,5,0,3,1,8,2,0,1
2001,1,71,3,3,70,0,1,17,4,4,0,3,1,8,2,0,1
1999,1,135,2,3,98,0,1,17,5,5,0,2,0,8,2,0,0
1999,1,50,3,2,80,0,1,16,4,4,0,3,0,8,2,0,0
1999,1,135,2,3,98,0,1,17,5,5,0,2,0,8,2,0,0
1999,1,38,4,3,150,0,1,16,4,5,0,2,0,8,2,0,0
1999,1,43,3,2,85,0,1,16,4,4,0,1,0,8,2,0,0
1999,1,46,3,1,80,0,0,16,4,4,0,4,0,8,2,0,0
1999,1,109,4,2,65,0,1,17,5,4,0,3,0,8,2,0,0
1999,1,65,2,2,90,0,1,16,4,5,0,4,0,8,2,0,0
1999,1,94,8,1,110,0,1,16,5,5,0,2,0,8,2,0,0
1999,1,42,2,4,80,0,1,16,4,4,0,2,0,8,2,0,0
1999,1,48,7,1,148,0,1,16,4,5,0,2,0,8,2,0,0
2000,1,80,4,3,60,0,1,16,4,4,0,5,0,8,2,1,0
2000,1,65,7,2,60,0,1,16,4,4,0,4,0,8,2,1,0
2000,1,57,8,3,100,0,1,16,4,5,0,1,0,8,2,1,0
2000,1,84,7,3,110,0,1,16,4,5,0,3,0,8,2,1,0
2000,1,52,8,3,80,0,0,16,4,4,0,1,0,8,2,1,0
2000,1,135,3,4,100,0,1,17,5,5,0,2,1,8,2,1,0
2000,1,60,7,2,90,0,1,16,4,5,0,2,0,8,2,1,0
2000,1,56,8,4,6,1,1,17,4,2,0,3,0,8,2,1,0
2000,1,89,3,4,145,0,1,17,4,5,0,2,1,8,2,1,0
2001,1,61,3,4,100,0,0,16,4,5,0,4,1,8,2,0,1
2001,1,60,5,2,80,0,1,16,4,4,0,5,1,8,2,0,1
2001,1,112,2,3,120,0,1,17,5,5,0,0,0,8,2,0,1
2001,1,59,7,3,80,0,1,16,4,4,0,4,1,8,2,0,1
2001,1,53,7,1,151,0,0,16,4,5,0,1,1,8,2,0,1
2001,1,52,2,3,100,0,1,16,4,5,0,4,0,8,2,0,1
2001,1,44,7,2,150,0,1,16,4,5,0,2,1,8,2,0,1
2001,1,86,4,3,90,0,1,17,4,5,0,3,1,8,2,0,1
2001,1,135,3,4,101,0,1,17,5,5,0,2,0,8,2,0,1
2001,1,93,6,3,100,0,1,17,5,5,0,4,1,8,2,0,1
2001,1,66,3,3,80,0,1,17,4,4,0,2,1,8,2,0,1
2001,1,67,3,3,100,0,1,17,4,5,0,5,1,8,2,0,1
2001,1,47,7,2,150,0,1,16,4,5,0,1,1,8,2,0,1
2001,1,67,3,3,80,0,1,17,4,4,0,5,1,8,2,0,1
1999,1,59,8,1,90,1,1,16,4,5,0,2,0,8,2,0,0
1999,1,64,3,3,90,0,1,16,4,5,0,2,0,8,2,0,0
1999,1,59,8,1,90,1,1,16,4,5,0,5,0,8,2,0,0
1999,1,47,8,1,50,0,1,16,4,4,1,20,0,8,2,0,0
1999,1,64,7,1,90,1,1,16,4,5,0,4,0,8,2,0,0
1999,1,44,7,1,150,0,1,16,4,5,0,1,0,8,2,0,0
1999,1,61,3,3,100,0,0,16,4,5,0,4,0,8,2,0,0
